标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
[好爱哦]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:09,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,男,[好爱哦]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,1841,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",5ea8ea2e1184a1ccb6fdd3bc85151b53,bf0cfc1f9ca5175e5d973042c00cf083,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
转发微博 ,非敏感,转发,10/12/2020 12:49,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,普通,内蒙古,呼和浩特,女,转发微博 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,127,1869,0,0,0,湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",5e3e1bf5315b1344ca14fd7fb41660ea,240fa12742885bf451306446426ce773,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,,0
像极了权力的游戏里的“美人”布蕾妮和红袍女[允悲]#乘风破浪的姐姐成团之夜# ??,非敏感,原创,9/4/2020 22:33, ,普通,浙江, ,女,像极了权力的游戏里的“美人”布蕾妮和红袍女[允悲]#乘风破浪的姐姐成团之夜# ??,21968,614,0,2,1,乘风破浪的姐姐成团之夜,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/63998ba5ly1giezqlsxdej21ds0n0qv8.jpg""]""",5e05643557bb5a6648001adeb0418af7,abdd594955891ecb71a761a15f37f194,,,,,,0
[心]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:26,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,男,[心]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,2884,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",5dfc5e2c947d7b82697a070a28c56ed6,46943d580b90f1969c963c387081a449,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
#抵制陈赫上乘风破浪的姐姐# u1s1陈赫真的不行 ，太拉胯了吧 ,非敏感,转发,9/3/2020 14:40,@乘风破浪的姐姐 要热闹的开场，也要欢乐的收尾@陈赫?一起吃火锅吗？你请客的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64tKOGV  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,达人,上海, ,女,#抵制陈赫上乘风破浪的姐姐# u1s1陈赫真的不行 ，太拉胯了吧 【原微博】 @乘风破浪的姐姐 要热闹的开场，也要欢乐的收尾@陈赫?一起吃火锅吗？你请客的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64tKOGV  20:00湖南娱乐频道&芒果TV现场同步直播！ ??,438,2894,0,1,1,乘风破浪的姐姐;抵制陈赫上乘风破浪的姐姐,悲伤,其他,"[http://wx3.sinaimg.cn/bmiddle/0084DzVMgy1gid8m9gmagj31yb3h0u10.jpg""]""",5d78d671206416a3075b35f4047001e8,a5bc91c1c90aa831bc9a9ae8b605fbe2,97e869f8141183118a051532426b005d,c06e30c61372f6e8abf72369e3ade9ce,97e869f8141183118a051532426b005d,c06e30c61372f6e8abf72369e3ade9ce,,0
王勉棒 ,非敏感,转发,9/23/2020 23:34,@新浪综艺 #王勉 世界以痛吻你你扇它巴掌啊##脱口秀大会冠军王勉# @王勉__ 真的说出了我的心声，在《脱口秀大会》总决赛中，他分享了在经历了不体面的分别后如何反击，他举例被兄弟抢了女朋友、被房东嫌穷赶出出租屋、被教练嫌弃嘲讽等经历，说“他都对你不好了，为什么要对他客气呢”，最终获得了本季冠军，你认同王勉的观点么[doge]#脱口秀大会总决赛太炸了#  http://t.cn/A64gfbKk,普通,河南,驻马店,女,王勉棒 【原微博】 @新浪综艺 #王勉 世界以痛吻你你扇它巴掌啊##脱口秀大会冠军王勉# @王勉__ 真的说出了我的心声，在《脱口秀大会》总决赛中，他分享了在经历了不体面的分别后如何反击，他举例被兄弟抢了女朋友、被房东嫌穷赶出出租屋、被教练嫌弃嘲讽等经历，说“他都对你不好了，为什么要对他客气呢”，最终获得了本季冠军，你认同王勉的观点么[doge]#脱口秀大会总决赛太炸了#  http://t.cn/A64gfbKk,50,3948,0,0,0,王勉 世界以痛吻你你扇它巴掌啊;脱口秀大会总决赛太炸了;脱口秀大会冠军王勉,愤怒,其他, ,5c471b4a2d27898c892ac3afe7414bf9,62ed351fe7c93dc063c09f0b30c440f6,1104bdf6c78f2fec72a693093574a0b8,8d033f93cc33eb4d0f6eb6e50dffd010,1104bdf6c78f2fec72a693093574a0b8,8d033f93cc33eb4d0f6eb6e50dffd010,,0
转发微博 ,非敏感,转发,9/6/2020 19:45,@明星娱闻联播 #乘风破浪的姐姐#哈哈哈哈，绮绮子又顺拐了……我为什么会说“又”？成团之夜，最后之舞。四蛋旁边的张雨绮，明显在动作细节上与四蛋不尽相同！这同手同脚的太明显了！好吧好吧，给我一个粉红色的回忆……反正舞蹈就是这样设计的，如绮绮子所言！这也真是太可爱的搞笑方式了。没办法，一跳起这支舞，绮绮子必然会迅速代入初心时，又回到了几个月前的初透时刻！这没什么值得吐槽的，透着满满可爱风，恰恰是初来仍是那个少女的代入感。旁边梳着大背头的李四蛋嘟着腮帮子，也跳得很卖力，配合着绮绮子的顺拐，很带感的样子！不错不错,普通,吉林,白山,男,转发微博 【原微博】 @明星娱闻联播 #乘风破浪的姐姐#哈哈哈哈，绮绮子又顺拐了……我为什么会说“又”？成团之夜，最后之舞。四蛋旁边的张雨绮，明显在动作细节上与四蛋不尽相同！这同手同脚的太明显了！好吧好吧，给我一个粉红色的回忆……反正舞蹈就是这样设计的，如绮绮子所言！这也真是太可爱的搞笑方式了。没办法，一跳起这支舞，绮绮子必然会迅速代入初心时，又回到了几个月前的初透时刻！这没什么值得吐槽的，透着满满可爱风，恰恰是初来仍是那个少女的代入感。旁边梳着大背头的李四蛋嘟着腮帮子，也跳得很卖力，配合着绮绮子的顺拐，很带感的样子！不错不错，没错没错，就是这样的效果。顺拐着跳，才是绮绮子！反正挺美挺好看。,0,0,0,0,0,乘风破浪的姐姐,喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/006jolJUly1gigr1q4zjmj30np0dg0sy.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/006jolJUly1gigr1qdwu0j30oe0d674i.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/006jolJUly1gigr1rlwxkg30iy0d3u0y.gif""]""",5c214aa44768198059a92f89bdbf4d04,5ffbe989375829ab08886961d5919269,09569135ac7da8e37ed44ee74f38a51c,b5fea88719edb23977af168cf08c081e,09569135ac7da8e37ed44ee74f38a51c,b5fea88719edb23977af168cf08c081e,,0
这怕不是在暗示老詹秃了[笑cry] ,非敏感,转发,10/17/2020 17:05,@苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??,普通,江苏,泰州,男,这怕不是在暗示老詹秃了[笑cry] 【原微博】 @苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??,11,36,0,0,0,NBA总决赛,悲伤,其他,"[http://wx4.sinaimg.cn/bmiddle/6604251bly1gjmntg7hs1j20u013otnm.jpg""]""",5c1cf014381d806ec89b9436debf9782,84d52d021303382ee3ffbcb141e5e81d,5fbc1a344135f192db1997585e4446ab,3e70967c3f620847455970a9287faeaf,5fbc1a344135f192db1997585e4446ab,3e70967c3f620847455970a9287faeaf,,0
安利王勉[赞][赞][赞]一分钟不落看完了[赞][赞][赞] ,非敏感,转发,10/6/2020 19:22,@全世界最美丽的人啊 #王勉的脱口秀冠军之路#再来一波，音乐才子脱口秀冠军王勉的合集来啦~ 先码后看~#脱口秀大会冠军王勉#  http://t.cn/A64egQLS ??,普通,江苏,南京,女,安利王勉[赞][赞][赞]一分钟不落看完了[赞][赞][赞] 【原微博】 @全世界最美丽的人啊 #王勉的脱口秀冠军之路#再来一波，音乐才子脱口秀冠军王勉的合集来啦~ 先码后看~#脱口秀大会冠军王勉#  http://t.cn/A64egQLS ??,1178,689,0,0,1,王勉的脱口秀冠军之路;脱口秀大会冠军王勉,喜悦,其他, ,5bef23fb1f3a1d69e47f1e683cb266a9,9a82f72b61df4b41ae8e25b659ea3b40,2fd90de85eaa61c517b169e087b4b0d1,e37449cdbec326d51e35f8434c36bb67,2fd90de85eaa61c517b169e087b4b0d1,e37449cdbec326d51e35f8434c36bb67,,0
//@嘉爺嘛12138:金晨张含韵王霏霏[微笑]//@星河慎南:王霏霏祭天了？？？ ,非敏感,转发,9/6/2020 13:39,@微博综艺 #冲浪吧姐姐# #乘风破浪的姐姐成团名单#[给你小心心]宁静获得3242082票，第一成团出道。[给你小心心]万茜获得2861152票，第二成团出道。 [给你小心心]孟佳获得2562282票，第三成团出道。 [给你小心心]李斯丹妮获得2363975票，第四成团出道。 [给你小心心]张雨绮获得2233799票，第五成团出道。 [给你小心心]郁可唯获得2121028票，第六成团出道。[给你小心心]黄龄获得2024793票，第七成团出道。 #乘风破浪的姐姐团名无价之姐#  恭喜这个夏天的无价之姐们！,普通,北京, ,女,//@嘉爺嘛12138:金晨张含韵王霏霏[微笑]//@星河慎南:王霏霏祭天了？？？ 【原微博】 @微博综艺 #冲浪吧姐姐# #乘风破浪的姐姐成团名单#[给你小心心]宁静获得3242082票，第一成团出道。[给你小心心]万茜获得2861152票，第二成团出道。 [给你小心心]孟佳获得2562282票，第三成团出道。 [给你小心心]李斯丹妮获得2363975票，第四成团出道。 [给你小心心]张雨绮获得2233799票，第五成团出道。 [给你小心心]郁可唯获得2121028票，第六成团出道。[给你小心心]黄龄获得2024793票，第七成团出道。 #乘风破浪的姐姐团名无价之姐#  恭喜这个夏天的无价之姐们！ #乘风破浪的姐姐成团之夜#,184,17522,0,0,0,冲浪吧姐姐;乘风破浪的姐姐成团名单;乘风破浪的姐姐成团之夜;乘风破浪的姐姐团名无价之姐,悲伤,其他,"[http://wx4.sinaimg.cn/bmiddle/002iQiZuly1gif0viagu9j60qk0dcwsk02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002iQiZuly1gif0nvbf44j60qs0f2h5d02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/002iQiZuly1gif0nwng89j60qy0f4h4v02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/002iQiZuly1gif0nwb3n4j60r00fah3x02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/002iQiZuly1gif0nw0z12j60re0fkwvp02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002iQiZuly1gif0nvoq2oj60ri0fk1ar02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/002iQiZuly1gif0vi1zmzj60rq0g87hs02.jpg""]""",5bee5d56dc71ffac903f7e37721c4931,dd25c2ba76e0156f6f1eb8b7f80b1f54,080c3d01ded1a7d7466b5e38690c65ed,381173ebfdb7b431b1600c4c1c95ddca,080c3d01ded1a7d7466b5e38690c65ed,381173ebfdb7b431b1600c4c1c95ddca,,0
[微笑] ,非敏感,转发,10/13/2020 18:12,@音娱风向牌 她唱歌了！唱歌了！Rihanna终于唱歌了！为了湖人总冠军，蕾哈娜开心唱歌庆祝[doge] http://t.cn/A6bSXWZ5 ??,普通,江苏,南京,男,[微笑] 【原微博】 @音娱风向牌 她唱歌了！唱歌了！Rihanna终于唱歌了！为了湖人总冠军，蕾哈娜开心唱歌庆祝[doge] http://t.cn/A6bSXWZ5 ??,0,0,0,0,0, ,喜悦,其他, ,5b7e10495792b3dc668895a40e8c1701,fc399f21af62a17e54bca45028a13426,fe6ab74750a40121f484caddb2110b99,c03f24a7546d3b1cde7fcac50693ffc2,fe6ab74750a40121f484caddb2110b99,c03f24a7546d3b1cde7fcac50693ffc2,,0
转发微博 ,非敏感,转发,9/4/2020 16:23,@ba哥专用 #乘风破浪的姐姐黑马海报#好看的，网友说第一眼是觉得背后的马挺漂亮的，一看就很贵[doge]哈哈，这海报挺有寓意啊，今晚成团之夜谁会是黑马？ ??,普通,陕西,安康,男,转发微博 【原微博】 @ba哥专用 #乘风破浪的姐姐黑马海报#好看的，网友说第一眼是觉得背后的马挺漂亮的，一看就很贵[doge]哈哈，这海报挺有寓意啊，今晚成团之夜谁会是黑马？ ??,0,39,0,0,0,乘风破浪的姐姐黑马海报,惊奇,其他,"[http://wx4.sinaimg.cn/bmiddle/002fgbUSgy1gieozgdtmmj60v906ngm602.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/002fgbUSgy1gieozjeuelj60rs2qsn4402.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002fgbUSgy1gieozjigaqj60rs2qsagv02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002fgbUSgy1gieozjbkd2j60rs2qs7b402.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002fgbUSgy1gieozjf4ocj60rs2qsgsh02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/002fgbUSgy1gieozjb8t9j60rs2qstfh02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002fgbUSgy1gieozjpcfdj60rs2qsagy02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002fgbUSgy1gieozkz5pjj60rs2qs45302.jpg""]""",5b5d2d176776aa58b077e6ec344a8c8e,f4898825f2b98565a3332c47af111715,8f7f4433ec346983150efa8d922bf610,80be855c90b18df300f20b5106c62378,8f7f4433ec346983150efa8d922bf610,80be855c90b18df300f20b5106c62378,,0
[色]//@水瓶座的思多欢:转发微博 ,非敏感,转发,10/12/2020 12:34,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,普通,江苏,南京,男,[色]//@水瓶座的思多欢:转发微博 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,0,1644,0,0,0,湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",5b1f6acdf311705ca6855c6e10a2a97c,443337534610bf17ad6261f59cb1a613,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,d308fcbcd8d95b942477138611ad8c71,242973d41bb3bfc087a629b5c5e163c3,,1
博主很棒呢，我会继续支持的。 ,非敏感,转发,9/4/2020 22:57,@kanahoooo #新氧致敬乘风破浪的姐姐#  看完这支片子，很莫名地想到了节目刚一开始火出圈的那句“看了这些姐姐，突然没有那么害怕变老了”，任何一个女生，无论什么年龄，只要你想，都能活成自己想要的样子。可以为爱勇敢变美，可以让自己的未来更“好看”，可以活得更性感，如果没有什么不可以，#美有什么不可以#！#乘风破浪的姐姐成团之夜#  http://t.cn/A64f7CLg,普通,山东,日照,女,博主很棒呢，我会继续支持的。 【原微博】 @kanahoooo #新氧致敬乘风破浪的姐姐#  看完这支片子，很莫名地想到了节目刚一开始火出圈的那句“看了这些姐姐，突然没有那么害怕变老了”，任何一个女生，无论什么年龄，只要你想，都能活成自己想要的样子。可以为爱勇敢变美，可以让自己的未来更“好看”，可以活得更性感，如果没有什么不可以，#美有什么不可以#！#乘风破浪的姐姐成团之夜#  http://t.cn/A64f7CLg,0,25,0,0,0,新氧致敬乘风破浪的姐姐;美有什么不可以;乘风破浪的姐姐成团之夜,喜悦,其他, ,5b18c70cf52ed27f14481a4c95241e70,6b56f9666d082242a8641aa08164c139,a3a08dcd7799acf4b77fb10d0e9ab159,0f3d79469ae6ad4b8dee19b360f98685,a3a08dcd7799acf4b77fb10d0e9ab159,0f3d79469ae6ad4b8dee19b360f98685,,1
转发微博 ,非敏感,转发,9/10/2020 5:03,@津武郑韩 太实在！杨澜发姐姐合照不P图，伊能静太苍老，沈梦辰鼻子会发光姐姐成团夜各种热搜不断，连营业能力超强的杨澜都因为一秒变脸登上热搜，之后杨澜对此还特意做出回应。而最让人惊讶的是，她还分享了一组后台与姐姐们的合照，只是竟然没有使用夸张滤镜或修图，把姐姐们和自己的真实状态都暴露了。当天杨澜的主持风格依旧落落大方，轻松掌控全场，而造型风格却不像之前在央视那样走传统优雅端庄路线了。一袭娃娃领公主裙让她看起来可爱太多，裸色薄纱与同材质娃娃领呼应，而上衣拼接以显身材的黑色针织材质，不得不佩服52岁的人生过两个,普通,安徽,阜阳,女,转发微博 【原微博】 @津武郑韩 太实在！杨澜发姐姐合照不P图，伊能静太苍老，沈梦辰鼻子会发光姐姐成团夜各种热搜不断，连营业能力超强的杨澜都因为一秒变脸登上热搜，之后杨澜对此还特意做出回应。而最让人惊讶的是，她还分享了一组后台与姐姐们的合照，只是竟然没有使用夸张滤镜或修图，把姐姐们和自己的真实状态都暴露了。当天杨澜的主持风格依旧落落大方，轻松掌控全场，而造型风格却不像之前在央视那样走传统优雅端庄路线了。一袭娃娃领公主裙让她看起来可爱太多，裸色薄纱与同材质娃娃领呼应，而上衣拼接以显身材的黑色针织材质，不得不佩服52岁的人生过两个娃还能有这样的蛮腰。造型整体最让人意想不到的还是额头那缕挑染的宝蓝色头发，前卫又彰显个性，在裸色+黑色的经典造型中，格外惹眼。被这张大合照惊讶到了，身高168cm的杨澜姐姐，踩着高跟鞋怎么也有170cm+的状态了，但硬是被女排姑娘们衬托成了“小矮人”了，明明不错的比例，这样一对比就超奇怪，真的像个小姑娘一样了。挑染是今年非常流行的发型风格，姐姐袁咏琳同样挑染了头发，渐变粉色浪漫又彰显个性，尤其是与酷酷的小辫子发型搭配，特别街头范。这种酷酷的风格和她的舞台造型结合，又酷又飒，更显风格百变。说起挑染头发，最近赵薇、姚晨也都选择了挑染宝蓝色的发色，感觉这种发色和头发的结合度比较高，前卫但是更容易让人接受。即使杨澜这种与优雅端庄风造型结合，也不会有违和感，反而觉得是前卫中又带着优雅的味道。在姐姐们的造型中也有出现过不少挑染发色的造型，王霏霏、沈梦辰这种发色也是非常浪漫的发色，尤其是与舞台背景搭配，显得特别有质感。不P图真的太容易暴露脸部真实状态了，大浓妆在舞台上可能刚刚好，但是舞台下却显得比较浓重显年龄感了。而张雨绮的状态还是很让人惊讶，女团风格的妆容甜美又显质感，脸部完全看不出什么皱纹。扎着公主头身穿泡泡袖公主裙，可爱又性感，一看就是女团门面担当的状态。王智气质比较柔和，造型风格也是一如既往，泡泡袖增加肩部分量增强舞台气场，同时围裹式设计也能展现出玲珑身段优势，让腰线更纤细。脸部状态很不错，依旧还是清纯文艺范的女学生味道。侧颜对比，黄圣依简直不要太优越，面部线条整体都特别硬朗，有种英姿飒爽的气质。整个面部轮廓非常精致，把杨澜都对比成了大脸盘了。向来保持无年龄感状态的伊能静，这次却显得有点糟糕，和杨澜同样52岁的她，小脸依旧还是特别娇小，不过眼袋问题严重，脸颊肉肉下垂走向明显，而且妆感太重，显得不够高级，看着状态还不如同岁的杨澜。而阿朵姐姐真是有点吃了深眼窝的亏了，看起来总是有种迷离的妩媚气质，而且有点拉低整体的精神状态。我真的太喜欢朵姐戴着这样夸张又充满民族风的头饰了，她真的不放过任何机会去让大家关注民族音乐。夸张的头饰让她在姐姐群体中轻松脱颖而出，很特别的味道。之前阿朵就曾拍过类似头饰的大片，整体展现出的文艺气质浓郁，每一个画面都像是一件年代悠久的艺术品，搭配阿朵姐姐的迷离妩媚的深眼窝，味道十足。个子高挑的沈梦辰，风格依旧甜美，高腰男友风短裤搭配娃娃领衬衫，像个活力十足的高中生。其实妆容风格整体都不算夸张，拍出来状态还不错，只是鼻梁位置却在放光，而且又粗又夸张的山根着实太违和感了。#星闻杂志##乘风破浪的姐姐成团之夜##杨澜#,0,45,0,0,0,杨澜;星闻杂志;乘风破浪的姐姐成团之夜,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/47b22b87ly1giguv1hjkrj20hs0dwwff.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/47b22b87ly1giguv1vjnzj20hs0bm0tj.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/47b22b87ly1giguv2corqj20hs0m4q5c.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/47b22b87ly1giguv2mtm6j20hs0lwmyn.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/47b22b87ly1giguv2vws4j20hs0hsjsj.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/47b22b87ly1giguv35cmsj20hs0hawfd.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/47b22b87ly1giguv3gnp3j20hs0neta7.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/47b22b87ly1giguv3zgh6j20hs0j975l.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/47b22b87ly1giguv4ai6ej20ho0gewfr.jpg""]""",5b05f299f668e14c28a32cc6badaaf1d,d12f8e0f9ac5cf6b2f7fbbb708d04679,4467225df18de5985f55b6e21bc3a1d9,f546682cb965d9c006e9772040e4fdd1,4467225df18de5985f55b6e21bc3a1d9,f546682cb965d9c006e9772040e4fdd1,,0
转发微博 ,非敏感,转发,9/5/2020 9:04,@芒果日报社 #乘风破浪的姐姐成团之夜#恭喜无价之姐正式成团[好喜欢]第一名宁静 第二名 万茜 第三名 孟佳 第四名 李斯丹妮 第五名 张雨绮 第六名 郁可唯 第七名 黄龄 ?#乘风破浪的姐姐成团名单# ??,普通,福建,泉州,女,转发微博 【原微博】 @芒果日报社 #乘风破浪的姐姐成团之夜#恭喜无价之姐正式成团[好喜欢]第一名宁静 第二名 万茜 第三名 孟佳 第四名 李斯丹妮 第五名 张雨绮 第六名 郁可唯 第七名 黄龄 ?#乘风破浪的姐姐成团名单# ??,5,269,0,0,0,乘风破浪的姐姐成团名单;乘风破浪的姐姐成团之夜,喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/e020ca2bly1gif0sw7fxpj20u01cfdm6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/e020ca2bly1gif0sxtp7aj20tz1cragh.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/e020ca2bly1gif0sz779qj20j60v2wgu.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/e020ca2bly1gif0szw9cnj20u01cnwke.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/e020ca2bly1gif0t0t45yj20tz1ch452.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/e020ca2bly1gif0t1mwuij20u01co7at.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/e020ca2bly1gif0t2txq8j20u01bpak0.jpg""]""",5b059afb44e7177233d8fb88bba3ef2c,13131cbed72335d5209a52a2eb23b759,74f377464882677760cc4b7098edda1b,b189df2b7417989094f7bbf0a27463f7,74f377464882677760cc4b7098edda1b,b189df2b7417989094f7bbf0a27463f7,,0
其实离开也是爱[BB8][微风] ,非敏感,转发,9/6/2020 9:12,@全娱乐报姐 #乐华NEXT跳丛林法则#今晚#乘风破浪的姐姐成团之夜#@YH_NEXT_OFFICIAL 带来《丛林法则》舞台加油秀，满满能量你感受到了吗？[打call][打call][打call]http://t.cn/A64fxPHa ? ??,普通,浙江,台州,男,其实离开也是爱[BB8][微风] 【原微博】 @全娱乐报姐 #乐华NEXT跳丛林法则#今晚#乘风破浪的姐姐成团之夜#@YH_NEXT_OFFICIAL 带来《丛林法则》舞台加油秀，满满能量你感受到了吗？[打call][打call][打call]http://t.cn/A64fxPHa ? ??,1,188,0,0,0,乐华NEXT跳丛林法则;乘风破浪的姐姐成团之夜,悲伤,其他, ,5af5a3816783f66be4123a3491206537,6d3fd5646e61cd43a40033d668da2730,e1cfc144c9edd431999c37a13d956d81,946729705f5c02ac1080ea7154c7830e,e1cfc144c9edd431999c37a13d956d81,946729705f5c02ac1080ea7154c7830e,,0
#周杰伦[超话]##周杰伦的剑圣##王俊凯是电竞男主吧#   杰伦和小凯表演赛太好看了，杰伦和小凯隔空护动，杰伦说有上网看过小凯的视频。恭喜小凯成为英雄联盟中国区品牌代言人。 http://t.cn/A64wYuvX ??,非敏感,原创,8/28/2020 20:08, ,橙V,江苏, ,男,#周杰伦[超话]##周杰伦的剑圣##王俊凯是电竞男主吧#   杰伦和小凯表演赛太好看了，杰伦和小凯隔空护动，杰伦说有上网看过小凯的视频。恭喜小凯成为英雄联盟中国区品牌代言人。 http://t.cn/A64wYuvX ??,10316,1922,0,10,22,周杰伦的剑圣;周杰伦[超话];王俊凯是电竞男主吧,喜悦,其他, ,5ad09460a8a0ed5e4651d494e5d9ae02,10b15e6cfa179123e29190f16b02b661,,,,,,0
